Actual,RF_Predicted,LR_Predicted
170.0,150.02,220.89836833063418
76.0,154.22,164.45992437355562
790.0,307.06,277.7764040292932
39.0,46.15,140.05598872345763
220.0,222.42,209.60160943830306
91.0,96.55,158.9995574649056
264.0,271.96,292.54302762887164
245.0,176.97,173.46163190668995
90.0,158.83,188.63685853169227
117.0,156.27,252.92080278264257
78.0,160.38,126.54760583973984
127.0,165.67,174.32299744887314
74.0,62.92,217.33404892224098
165.0,378.85,180.71873990571294
110.0,176.12,263.3226353297923
332.0,268.6,164.4384343433885
480.0,278.82,250.55808097176123
260.0,171.58,287.73593997640637
152.0,174.57,265.54926430851265
53.0,64.8,172.4495879285496
150.0,305.07,282.3397797525449
105.0,132.74,274.2289524940752
197.0,265.71,203.09466983416496
67.0,134.92,139.7229507283937
584.0,422.86,243.89388662944475
45.0,72.4,216.12959117574428
86.0,326.77,174.0110314821086
75.0,157.51,208.6195361904065
166.0,222.02,247.95326636474783
1019.0,1340.34,238.4267161662974
50.0,176.93,244.08243704541928
66.0,130.73,218.8068998588369
76.0,72.64,177.01444717494815
132.0,188.2,236.2026740701749
401.0,171.56,119.59566425735647
175.0,211.17,293.60479712112647
51.0,61.62,111.10503014012829
322.0,225.25,163.15008587030025
119.0,140.66,233.9521000273653
391.0,203.54,255.75176331903822
174.0,263.88,306.28858602418404
184.0,133.96,190.45441323860723
173.0,404.81,293.4424838661507
127.0,128.93,236.41463637106972
285.0,349.75,261.5416018315482
231.0,82.1,104.45295125967095
79.0,130.69,212.15158931880433
45.0,75.35,144.2872570922027
150.0,194.11,212.0191723419539
225.0,313.96,274.00205620901943
616.0,374.19,233.03071753026416
99.0,116.34,165.4104291232361
117.0,175.65,204.7536444021789
23.0,43.24,97.08312966731864
723.0,556.96,268.6576431908834
47.0,63.04,175.55589819532725
383.0,383.29,288.89350637927055
140.0,183.8,257.7562724860709
220.0,1132.83,297.5826444273116
232.0,329.66,237.71317142898988
131.0,117.23,196.63329200016778
199.0,75.24,145.02556523675412
130.0,137.73,176.14124355540662
179.0,211.94,267.4473599340272
78.0,160.68,92.82883133474934
185.0,158.75,156.958491654892
437.0,403.21,289.8806562845584
149.0,373.41,226.37537993157093
69.0,181.81,213.13057963478786
162.0,178.95,221.26419553322376
400.0,672.48,290.1527361489061
165.0,181.08,257.72696817975884
139.0,276.99,237.4082051155092
159.0,383.71,757.2500590844029
33.0,48.12,101.71069974598868
142.0,132.51,195.39273017734558
78.0,82.16,232.10057844585572
216.0,242.86,212.03715286704573
120.0,289.57,263.3515361876889
289.0,84.8,137.84583110605308
208.0,232.44,195.20688695022181
67.0,116.33,143.58393343568787
67.0,40.33,198.2508366479051
261.0,531.25,245.5666009366596
191.0,170.77,214.6354489566329
71.0,57.4,182.5670177363536
71.0,59.53,190.07009106437545
109.0,163.08,223.5548629729601
141.0,140.64,214.85572068154943
175.0,185.46,226.71516804575185
334.0,140.58,232.2120167776775
27.0,81.54,10.892171966152091
236.0,295.04,278.45065263373544
183.0,499.47,291.6833614685311
210.0,120.49,210.79189707738806
124.0,187.8,218.1438225773345
47.0,46.0,105.77024415090636
167.0,182.04,156.5380093050444
262.0,269.33,229.58831547311456
161.0,138.44,263.76165589733864
339.0,98.1,139.72795712223888
99.0,111.14,214.82523508093618
115.0,126.0,208.01815930770317
158.0,155.94,109.79395153735095
71.0,81.17,228.8792985501259
139.0,97.55,89.78409340974213
50.0,62.7,181.95972781912133
191.0,262.83,296.86801719011964
276.0,343.78,223.91332358914588
328.0,315.76,267.41373050872244
83.0,77.5,-39.397465453192126
479.0,245.18,270.37832116052414
115.0,227.56,137.1565602143346
96.0,130.15,247.30755850314017
145.0,4490.36,752.7959414112247
68.0,84.9,94.00552340314971
96.0,160.88,196.457871963461
295.0,226.74,280.88625737056645
285.0,157.46,125.0654315916563
316.0,177.25,208.26136440998562
109.0,268.53,281.904229731339
286.0,375.45,224.52684902318651
197.0,175.0,275.9888602029605
102.0,95.19,178.04022731184887
275.0,144.57,109.3020233924126
427.0,558.47,268.58426274759404
161.0,252.64,255.97953675637837
120.0,148.54,190.64335882416344
64.0,241.06,193.1421552668944
236.0,207.56,229.4393432109573
487.0,414.8,257.30482244887753
117.0,255.65,240.2181317261111
119.0,158.05,144.47472649039082
127.0,105.86833333333334,765.1869676837177
266.0,244.17,195.77460066137428
121.0,161.59,144.58728780833917
223.0,186.55,233.85470653612902
154.0,106.7,146.34328422558428
181.0,180.94,193.87258981995728
150.0,143.38,154.28183747663752
194.0,419.0,779.253833100458
196.0,143.74,232.54516935852007
401.0,531.49,222.72384737473112
108.0,199.26,188.70008205811428
135.0,210.88,254.9252226838671
129.0,129.95,89.39888836320824
88.0,146.42,242.10883807562823
232.0,204.7,268.89916148654083
37.0,46.52,89.8193100276876
401.0,355.28,288.2128425039955
99.0,284.67,289.53336916616354
150.0,98.91,138.97851701733998
120.0,108.76,167.26306380198912
63.0,163.43,95.43810954657602
163.0,122.32,124.68023548766178
55.0,57.67,100.11780242218629
336.0,345.02,234.44613837742872
119.0,258.21,280.50013777817003
72.0,142.64,197.07440613505605
195.0,192.43,256.61416228083544
399.0,122.65,154.53683407118478
52.0,87.26,75.43899763736954
180.0,231.34,213.14069729149924
265.0,182.19,265.1847337741001
93.0,93.69,159.76572452748587
198.0,437.84,286.29761311036964
147.0,238.59,218.52885570512626
64.0,60.67,183.24712544526847
225.0,185.91,106.13719068227692
91.0,86.93,151.96731147572245
268.0,288.71,295.00833007742403
62.0,58.63,137.03737206248297
112.0,145.99,265.8327459691118
200.0,290.47,292.8362798452872
422.0,260.97,212.39782524768088
215.0,206.69,239.42620575444198
145.0,205.51,213.3705471153935
221.0,370.24,276.72948744585665
115.0,150.44,236.26696247675318
112.0,185.68,189.35057675406279
170.0,232.87,174.275769067488
205.0,237.82,231.7650437095508
83.0,115.74,219.45221564965323
80.0,160.73,251.64332569306862
85.0,76.53,140.90044672845033
125.0,164.89,249.76733043897002
3274.0,622.12,289.90825720600515
163.0,277.6,210.05941680767864
243.0,175.69,288.59342498204023
215.0,429.46,298.4909879731749
111.0,144.28,146.35117541988438
97.0,145.86,208.90195670948196
33.0,113.2,223.1190614216448
105.0,202.58,277.16844889562526
272.0,248.69,277.05817455987926
78.0,75.25,170.54192952306403
188.0,98.83,214.2017152785138
51.0,69.21,195.53612281058486
83.0,159.37,131.29537197238096
97.0,182.74,230.3185491534332
297.0,547.3466666666667,781.641523737555
308.0,158.58,253.6650448506225
59.0,63.08,249.2357384587176
269.0,246.18,232.25899650464453
206.0,312.99,241.4880521208779
351.0,347.42,228.32641962284652
75.0,49.26,33.1782558496252
103.0,131.4,208.84337064474312
124.0,286.01,696.2221011258916
89.0,129.16,227.99678483599928
258.0,220.16,217.88589427413172
439.0,272.36,265.98982596266796
164.0,187.81,238.6124079938436
87.0,244.92,181.14779727558016
57.0,136.93,143.95922899533616
232.0,347.63,292.3783606368361
220.0,230.96,296.39762763444196
555.0,237.88,273.1667242391213
500.0,585.13,217.25484344948563
225.0,281.05,247.71628158211752
145.0,157.72,280.6087674130631
52.0,29.82,93.01382103874312
181.0,284.28,237.63495025905831
253.0,229.66,196.76079567624402
112.0,130.05,231.72512578368878
236.0,124.15,192.62312245434623
241.0,307.67,202.1816091892124
45.0,71.81,214.24536410255314
33.0,72.9,222.66149253809635
362.0,527.3,270.98638109729836
109.0,149.14,273.4698141748031
79.0,101.33,164.57387694624595
247.0,270.0,222.91323627894417
282.0,381.67,254.25539685656258
103.0,428.14,283.1406676523384
100.0,292.8,83.36390559373467
55.0,96.69,135.86816652730704
58.0,158.68,176.19294457177057
328.0,198.5,215.97102259360327
131.0,205.57,248.10150643998531
118.0,126.95,245.77532826791867
224.0,245.94,266.62607207549445
206.0,171.79,219.41990388878367
229.0,243.46,274.5101682284949
58.0,67.52,69.31675511369576
31.0,46.61,205.0923695950205
114.0,89.988,764.2288275942828
65.0,147.19,116.1910106294199
189.0,217.51,255.87634562485982
47.0,56.93,14.32196712294899
183.0,173.65,152.9606334557684
218.0,217.75,288.1066475239659
174.0,197.37,171.27963636949607
145.0,167.6,182.16926598374448
115.0,146.87,178.45579328111307
382.0,139.07,193.56450953247258
147.0,178.34,217.32843384886291
386.0,574.5,272.8008080918971
288.0,248.67,287.43479688826847
195.0,271.25,229.55761602247367
135.0,314.42,273.50699500797054
119.0,164.0,216.68497772322735
375.0,346.35,291.8136346722167
270.0,151.48,132.80660304503363
527.0,499.17,289.4844728953067
120.0,298.99,274.01681111255675
277.0,179.92,168.5536668745499
414.0,348.83,201.87385322343107
244.0,389.3,276.79199991326095
314.0,225.71,294.99175176796234
215.0,227.72,288.64075866430176
68.0,215.54,235.70108195548346
133.0,271.88,237.7028608839446
254.0,429.36,271.2825032671735
86.0,297.28,262.7491959239014
147.0,110.58,183.1630033178135
278.0,378.35,294.98967345177334
1027.0,398.91,261.447057976151
360.0,259.24,264.3076594551021
125.0,68.91,198.27077153142454
312.0,399.11,215.45564072764864
276.0,290.83,225.7344877500709
275.0,454.75,257.3918133946827
64.0,61.17,169.25098031448942
790.0,295.89,225.76904020440998
85.0,216.34,144.09292022271438
172.0,238.79,267.47292983988336
247.0,372.94,238.42177719032406
98.0,103.75,164.6499886861675
93.0,179.77,231.15984176738675
225.0,354.47,299.33219717943393
62.0,49.98,46.475315173578565
163.0,151.96,235.2411430034008
42.0,64.97,102.2220465409664
274.0,186.05,75.77862934064069
63.0,69.38,209.29979121678662
193.0,197.77,282.3926259001455
79.0,36.74,96.60492774435988
71.0,68.7,180.90300316987305
46.0,56.29,191.82996899458522
379.0,238.44,191.8589051120034
528.0,394.49,196.83896640721468
127.0,63.31,169.0321723317138
39.0,43.9,152.77257051999732
521.0,211.48,252.70970431853675
147.0,174.8,143.10055629675117
273.0,309.7,292.4025010849273
99.0,189.06,190.38460523898175
485.0,259.73,289.4843537583529
422.0,301.59,265.50445242972273
196.0,207.08,256.9365126296725
42.0,45.84,95.12499495436168
96.0,172.53,215.40648700639213
280.0,359.81,217.31510266680925
284.0,381.27,224.00341103405663
112.0,120.29,108.25726521340403
175.0,390.94,294.7227786848016
106.0,283.3,283.5169665676258
121.0,215.69,158.37919265626988
257.0,347.31,235.47120553943205
66.0,133.38,221.84728625968455
205.0,205.78,271.17567465545835
64.0,114.58,158.61596243917484
211.0,157.06,187.61380314157395
127.0,137.94,250.07247250132423
64.0,85.09,97.88827201300228
229.0,145.72,213.13789921613716
202.0,225.17,275.3003720611905
45.0,101.86,87.00428234463106
510.0,162.14,91.51094169546195
77.0,85.94,221.36850721705378
85.0,126.58,225.86289853995004
115.0,258.17,219.12156523902195
112.0,130.94,160.42557358130216
199.0,267.75,257.2016767985551
557.0,299.39,169.20255189995987
141.0,183.29,278.1156204988456
308.0,224.6,281.23089236416854
400.0,304.54,155.37145165061884
268.0,193.59,159.35225016081677
234.0,142.01,118.02261636296134
38.0,37.08,101.00943007409478
260.0,194.61,279.8598571341754
84.0,87.79,209.01531826429164
92.0,163.14,189.35335878539627
127.0,173.24,199.501911387968
186.0,214.44,238.79577146315933
67.0,129.25,148.79193163273703
36.0,49.23,122.38901415269902
531.0,269.33,268.21734751720214
38.0,83.86,223.5611323375415
51.0,58.76,187.65070775198546
162.0,122.45,152.4915483569148
248.0,453.0,279.3525607916363
110.0,188.52,198.27382842742736
150.0,154.05,228.08342791103314
162.0,196.32,221.93941859406186
261.0,786.265,237.46920112474982
131.0,239.24,229.70301592586839
157.0,129.36,167.6780924010527
38.0,87.04,128.1156817727042
539.0,261.17,208.2019317752056
153.0,188.3,236.87587094523406
495.0,516.4566666666666,293.01401865968364
342.0,338.3,261.5901750956655
95.0,114.18,218.56617422664385
115.0,127.14,212.31264351928075
90.0,109.01,150.10815755890326
242.0,206.98,259.46798119260166
126.0,150.92,181.1261703545788
72.0,180.51,157.1122581050313
178.0,189.27,106.39751765735855
123.0,159.47,216.30589430229884
309.0,197.18,245.3051866836213
218.0,153.66,228.2230376102234
24.0,59.59,40.066510688569906
152.0,361.7,279.8392331570376
809.0,195.26,58.76260706247558
71.0,259.81,258.8556237574394
174.0,98.07,141.2844719269906
85.0,96.8,149.09622631953062
138.0,204.47,-202.09327804389068
128.0,162.21,231.66622731042662
57.0,78.7,80.92499130997385
318.0,182.81,59.69895955437096
125.0,258.65,143.32673446696936
115.0,126.58,194.66110342288812
189.0,196.74,226.49084585920173
73.0,115.67,214.1530654473372
250.0,191.74,267.18676181835326
109.0,153.98,236.3395443933714
128.0,158.8,159.40600012289178
184.0,269.55,290.7354540716442
206.0,128.74,240.45205734840602
285.0,268.7,188.03716636546778
61.0,60.65,118.64679707686082
67.0,67.54,191.4512221249588
227.0,188.41,154.7338531638161
107.0,245.67,271.1220480116699
140.0,151.96,185.55775811593048
178.0,143.33,215.60246062332044
134.0,258.02,250.0553071445629
124.0,233.35,171.74243606415257
39.0,95.72,216.70230413564968
110.0,176.18,194.59477635679286
350.0,246.01,286.49524771983306
132.0,201.6,278.223524217281
201.0,332.54,221.20928939523947
228.0,207.02,246.6848006219043
144.0,160.82,205.06367278521247
261.0,267.29,232.18864207353909
36.0,63.25,150.40008906301045
66.0,60.21,90.70331461789647
69.0,222.4,255.2696868809071
159.0,229.81,247.53014946793337
137.0,185.62,50.100228187675384
336.0,319.33,249.9994446415567
87.0,75.08,201.44431261339378
197.0,219.52,201.56520515687225
107.0,126.63,103.9805205796747
152.0,224.21,215.01566694674148
67.0,68.27,177.5505488234885
115.0,167.02,182.95898985758504
218.0,221.62,237.67305328477414
101.0,169.44,192.29094806740613
786.0,396.55,291.74257813973236
412.0,248.72,210.51946814115217
155.0,263.31,294.66699635610894
108.0,188.39,194.0786326829093
476.0,144.83,122.67354454441738
329.0,353.08,287.7973986225679
151.0,228.75,227.51324914115503
56.0,66.6,111.11301412461762
347.0,208.91,203.1509449510013
161.0,208.91,289.20688791386965
213.0,206.16,227.3908853883313
115.0,131.97,207.4583120927873
316.0,151.98,195.56423647567317
932.0,396.9,278.94110406350046
30.0,66.83,95.18429892057247
144.0,231.87,220.04232717718332
203.0,235.1,223.19987902121647
162.0,278.94,294.8689692160424
30.0,39.73,100.06559590108554
111.0,209.38,226.00494381192402
110.0,114.07,17.759897370449835
31.0,39.29,100.81327392335879
270.0,585.21,293.69813359105865
262.0,201.38,246.1068237090367
127.0,168.89,230.16835565738074
128.0,298.43,206.29301977208888
32.0,44.85,97.45923019432121
140.0,137.8,75.64413381102713
100.0,436.83,275.3473034402341
214.0,182.31,269.369445363418
215.0,216.34,285.2154032497783
127.0,158.71,206.67608586679307
185.0,188.34,226.6930739703712
198.0,181.22,163.51037373566396
120.0,161.23,112.22361581428413
187.0,211.61,293.36194020055336
102.0,137.02,187.96272326357575
280.0,335.01,281.65228939815825
261.0,273.61,210.35450843423496
199.0,281.94,223.23299330338887
254.0,339.41,236.59244535179278
88.0,87.3,141.65228063655013
148.0,207.36,231.2403660604068
186.0,264.96,282.5512910097623
184.0,199.86,258.1451620781936
280.0,118.0,168.23870003066077
332.0,139.65,132.95561588296187
513.0,97.87,233.33791234055388
193.0,246.45,200.71856662259415
101.0,137.32,199.35403130761915
213.0,180.58,173.75675573264743
73.0,61.88,120.8672091806693
111.0,353.27,168.34755898723233
246.0,326.28,221.29072145112696
108.0,113.93,211.2004565253501
54.0,232.33,235.36522990035155
151.0,118.99,179.9195982915735
132.0,188.86,156.09546076276638
648.0,289.1,271.539145654795
1462.0,483.44,780.1196774663094
189.0,268.36,188.42909914817938
278.0,147.88,256.80935999250323
212.0,269.35,269.08000306881513
89.0,109.12,205.1975631710029
76.0,114.27,210.59698977175867
136.0,403.36,283.1714101302059
212.0,168.82,235.42712638255216
237.0,191.63,210.67852807394047
134.0,250.96,295.50763055510106
220.0,246.54,218.83147749730415
535.0,429.69,226.9596318829008
108.0,171.05,154.12103274329456
64.0,154.75,46.559234014475805
86.0,218.71,113.08351022332135
134.0,256.26,135.1404783718899
278.0,237.28,271.04804818001685
424.0,529.4896428571429,786.1191669361124
146.0,222.2,184.5698851009729
250.0,251.48,294.99905781201414
940.0,371.93,276.2535702781697
285.0,145.15,173.83728546892962
277.0,270.41,270.260690139532
277.0,326.33,283.8714342403109
396.0,188.71,178.96334918485627
75.0,218.79,217.08246333094758
136.0,192.62,293.89817481459977
238.0,167.04,154.6274814290864
53.0,236.72,268.89927129049283
198.0,202.775,229.6124298829127
129.0,110.46,253.0931392408329
180.0,197.34,274.05082619988934
59.0,62.66,173.33589958423
75.0,67.16,218.45852017954348
126.0,208.18,115.27046088610768
94.0,396.86,257.1245201655165
98.0,198.94,241.10125651099042
151.0,248.01,246.65902798762727
296.0,315.82,222.4145909671479
306.0,233.47,236.35674843641027
30.0,39.72,101.37465618213719
100.0,164.57,165.76995151660412
271.0,334.34,243.83134522363798
300.0,234.67,266.6586688678817
144.0,175.12,146.64627168259358
608.0,265.41,257.30131958745187
64.0,68.79,224.32810234226054
173.0,180.59,290.1615210513737
281.0,185.77,231.92117190322642
178.0,180.07,201.41581705185126
210.0,217.88,290.8715530748141
65.0,41.49,103.26242941727287
78.0,66.63,146.1578400798353
146.0,344.48,242.0519706623145
288.0,392.38,285.69747262574856
290.0,911.66,241.48302634488573
347.0,332.37,221.87923307081655
63.0,254.51,232.91889323008763
73.0,99.38,157.01552552864268
139.0,125.94,196.8221926772385
648.0,353.32,277.7527451643182
135.0,179.77,247.4995579668248
251.0,267.2,212.64266994971695
186.0,166.77,250.9008257573878
62.0,133.78,181.40568002706095
456.0,307.93,291.07864682432046
468.0,192.77,194.94059933057906
180.0,138.23,163.57279162632403
115.0,147.04,222.5529936653311
96.0,281.94,118.21540798667593
71.0,234.31,254.80616200283112
468.0,376.8,288.9546228910949
271.0,238.81,283.68853452026633
123.0,229.24,85.30699289880977
160.0,134.27,117.89894685469517
424.0,311.06,274.58401789135496
42.0,59.19,196.22443915643635
76.0,123.2,171.1104135428286
59.0,64.54,76.48868371036406
1280.0,264.8,216.48868025657612
203.0,287.54,282.1483036609243
110.0,119.93,167.50150847987243
99.0,164.89,247.1377468358587
121.0,1700.43,22.086254379657476
128.0,160.66,153.4393492424606
160.0,104.53,124.4022708503453
268.0,179.01,221.5975712292784
214.0,124.05,215.822211216293
36.0,71.27,227.591191149304
146.0,161.6,3.50474220372962
42.0,67.1,103.11025241915922
85.0,201.33,242.7411745462814
198.0,212.76,234.52663241185292
206.0,224.9,270.11733285171067
91.0,114.61,186.5297468319659
419.0,223.25,231.74620296003013
220.0,211.28,212.7440002962594
303.0,146.72,97.06935665892524
118.0,233.15,211.32726963465757
301.0,172.8,216.4931930894454
137.0,260.34,254.34609892335902
527.0,280.14,277.1406748748868
170.0,77.49,150.67371552962504
71.0,77.4,223.71936542395088
150.0,155.13,-80.46726907805896
54.0,143.77,214.75348767007745
146.0,125.36,207.93365340411765
88.0,198.58,226.59367166161792
52.0,56.29,94.08186486554769
120.0,114.74,83.73638143148673
304.0,450.15,287.09358088932277
452.0,249.16,278.64135173349496
177.0,284.17,227.5173688550658
291.0,277.88,190.51588035891473
33.0,42.64,193.6899387043486
92.0,245.0,279.14846155499254
226.0,201.19,206.78025220781637
89.0,173.17,231.52440887456032
119.0,240.79,217.94763800100736
215.0,315.1,295.5920878775087
117.0,106.61,154.71012608499586
360.0,236.02,289.4900029788587
76.0,161.15,45.93682323239773
54.0,231.73,241.55716524883246
204.0,192.29,243.6485249814541
172.0,281.91,226.81845029613214
234.0,177.82,271.27282097511124
188.0,183.21,285.82196901423777
131.0,274.06,277.5681637881171
128.0,136.8,-206.41005132540704
515.0,471.96,227.56427008771243
367.0,167.12,237.08667862952643
148.0,146.92,-299.55483721662495
155.0,196.29,277.85258004480784
36.0,48.28,177.03194938045635
95.0,131.58,239.92342296163952
271.0,217.81,267.0725544952347
135.0,289.12,138.8866410759274
109.0,170.82,216.4071754677152
70.0,58.21,89.00226499650671
143.0,204.34,212.5939631758265
242.0,261.94,230.01971760661763
204.0,168.82,271.48534672817186
105.0,166.73,183.48391424066176
231.0,392.77,263.0634380016563
135.0,199.42,267.3815397954313
502.0,328.93,241.62167301105728
283.0,120.52,207.15139676450417
135.0,145.48,235.01514565695652
180.0,145.69,228.75808893889553
173.0,199.42,277.2052389166256
111.0,374.05,264.0000359952537
261.0,256.4,235.51151197553372
165.0,198.45,185.61496965027618
65.0,146.0,66.67100168156867
93.0,283.36,260.07883372572906
112.0,227.84,252.84877456278264
138.0,176.08,205.53515675501876
75.0,105.15,204.5830687335765
235.0,182.11,235.6067703703411
173.0,141.18,213.37440977622282
165.0,223.09,133.12990158751745
70.0,143.73,172.72919568147518
384.0,399.4,274.93591973397815
78.0,56.66,159.36674802049492
199.0,314.01,280.1000557921816
104.0,146.69,238.29816894769465
144.0,191.36,245.43961227824366
374.0,252.95,219.26840899205308
574.0,366.46,236.8402894898063
448.0,315.65,288.9087419250427
78.0,127.12,270.2028498354666
205.0,200.86,169.40817677135783
277.0,263.01,272.3932340755364
208.0,230.63,288.8583738457164
171.0,258.92,226.4460852756838
208.0,198.6,264.43669697720907
496.0,455.89,225.75996381133882
173.0,230.03,284.2761626533029
506.0,299.77,233.71959647717995
224.0,189.05,258.57034947973443
60.0,81.58,185.89987376460704
205.0,257.85,289.7515487869896
148.0,353.61,252.7135257176742
1191.0,378.47,267.3853459366146
139.0,169.68,294.2935722682032
155.0,256.92,237.4916928635248
91.0,102.36,235.98808563404964
244.0,181.87,231.55688621171066
429.0,441.97,274.94529508315645
205.0,232.18,247.39574901142623
53.0,153.42,257.8975708097223
200.0,263.69,240.10772775899204
76.0,161.28,238.12629236576322
206.0,166.49,290.5422679735311
172.0,211.87,287.61725143012154
103.0,87.75,212.16842769753748
127.0,278.21,282.7636391973447
1217.0,273.68,232.81738280667014
329.0,228.57,249.64366117408645
227.0,244.59,225.25968580283188
450.0,287.57,269.1662921031566
77.0,92.98,256.90199201188807
113.0,236.81,206.76317858209586
113.0,120.86,128.50063516053706
138.0,210.92,253.1108762268177
103.0,142.32,258.1078969856335
500.0,369.56,256.96822494559274
410.0,188.38,195.9251586518476
35.0,785.86,235.1983550884197
143.0,192.41,224.24402304532305
66.0,66.64,159.58739129423157
187.0,343.48,264.81875279084306
185.0,268.36,238.08982740290048
74.0,101.84,215.26065137366822
96.0,139.36,160.6658965856277
74.0,142.18,142.35282968070533
115.0,137.2,133.0085318788988
102.0,152.51,233.83234837593227
124.0,90.1,156.46400793822067
63.0,104.79,236.43568062474878
39.0,75.16,121.29313931492834
158.0,206.9,239.31232157307568
146.0,201.2,179.3187152218743
161.0,173.61,248.33302251081295
206.0,289.16,281.50637127756454
110.0,218.02,67.51161811760903
164.0,231.66,290.9964946324526
130.0,233.11,266.1723309089866
186.0,267.4,295.40450409613186
176.0,172.41,241.77580594416213
1349.0,660.89,279.7739437798318
34.0,40.36,102.10609449189724
132.0,192.7,150.7170043794522
187.0,471.15,257.8464550145309
122.0,151.71,251.07383448149994
104.0,175.2,243.0859317096165
227.0,145.4,229.0677706578681
367.0,304.81,229.80785557413765
355.0,259.07,237.07305300748885
354.0,257.37,226.40129616791637
73.0,130.71,-24.716938378969644
94.0,221.81,251.13157146267076
89.0,382.71,97.57494611452057
119.0,137.54,223.84460297915393
356.0,271.44,207.6398000185818
144.0,126.12,214.55302795357784
173.0,186.85,210.5960405014066
194.0,185.28,99.52787847121544
42.0,290.84,259.69651181642075
343.0,157.91,225.71731512039878
283.0,248.39,198.94646478015966
75.0,71.09,200.1130336083461
130.0,122.73,126.43981585889924
187.0,287.42,694.7937549600792
87.0,188.27,243.34046524495534
204.0,194.29,223.06485636499383
221.0,174.4,275.30448001242803
79.0,216.34,234.21458270529
356.0,212.8,215.52597433542178
50.0,71.61,217.06125199738017
202.0,239.32,293.8091900059808
153.0,154.27,219.95849392335367
328.0,321.77,286.0596346232487
225.0,319.28,248.21402502113415
102.0,132.28,212.41420863277926
271.0,145.78,171.57375206158213
150.0,115.77,244.29218390183996
201.0,191.21,238.49433852149923
33.0,57.43,207.3117109987652
250.0,266.53,286.405431360432
29.0,39.76,171.17133721627215
105.0,134.52,215.2944453388045
103.0,191.34,236.33966276691172
100.0,124.32,156.00479282238848
220.0,299.55,295.11433946568104
149.0,158.79,235.14151513606703
223.0,594.43,294.4278812803277
184.0,281.85,228.38471970851788
109.0,144.52,230.67070463940763
102.0,201.1,272.69157602431187
222.0,154.05,219.65194926067852
91.0,77.4,152.47556690653437
60.0,133.89,154.48874263838297
95.0,160.32,216.827662027923
144.0,106.82,258.21961174900025
127.0,161.55,172.49138992868757
226.0,220.97,258.27989313864236
281.0,303.31,204.82335942184
250.0,267.37,216.42455859677648
172.0,185.46,261.6874051204759
28.0,29.34,102.8352561048996
213.0,261.72,130.81970793437176
167.0,238.44,290.28571611057487
49.0,60.62,148.51884916325798
140.0,174.06,199.2236468870542
23.0,153.86,88.46775824387441
143.0,120.3,250.63463570856402
130.0,146.72,154.2511852128864
84.0,105.36,239.59862121482365
162.0,282.61,274.8734598199626
307.0,409.51,277.33355439073057
116.0,332.34,275.16639066621246
145.0,114.22,244.58065473688293
62.0,129.48,236.0476619636829
203.0,464.53,264.97326036182676
123.0,105.4,253.87847765304832
277.0,170.41,171.47952320996228
400.0,266.32,252.00368388924835
161.0,157.28,120.22481608754606
1227.0,234.39,254.79296541048643
206.0,162.55,279.580541146257
132.0,180.33,274.1353626510372
525.0,394.93,269.05430437301766
654.0,226.5,204.23149097432906
71.0,234.41,144.3082920376819
74.0,108.99,151.966198674545
248.0,310.55,284.0247472860792
113.0,345.16,282.2654754578143
203.0,276.82,242.66285601610616
51.0,88.83,210.46161928470428
26.0,59.57,80.9373136293616
127.0,174.09,232.24816364735307
383.0,415.78,277.0720234049477
816.0,380.73,104.00018258451564
166.0,123.71,130.36412149588068
117.0,64.42,176.694007570768
73.0,251.2,231.84155708527578
363.0,237.95,262.8572388598677
405.0,395.49,285.6343765554975
261.0,298.61,228.21521865595423
655.0,151.33,143.24745379148408
125.0,119.4,242.00953010351077
171.0,219.76,275.1625179000839
96.0,66.7,179.10264089419616
680.0,360.5,166.24468497493763
158.0,255.3,138.2487180160897
371.0,182.73,210.6870831913384
152.0,331.11,269.05909367740423
90.0,100.57,216.18592386225282
28.0,39.19,99.82572192532461
207.0,260.62,228.66398325296723
111.0,198.36,200.70947662839535
101.0,205.12,255.68768605396872
248.0,146.71,215.738075932426
45.0,52.36,144.36368056951324
222.0,230.49,217.05451030178847
214.0,155.28,238.4094497854203
222.0,231.56,264.46594310362343
91.0,194.3,207.00715131571815
244.0,293.64,241.3276361035132
48.0,51.54,137.75463712300734
26.0,27.82,90.00325669064114
392.0,310.93,226.55360857970845
264.0,217.3,196.71163401113154
162.0,150.4,187.21597780120646
129.0,180.38,262.8392876705839
169.0,172.35,187.7618959464271
79.0,264.27,148.1599679338451
64.0,100.06,137.00033093797902
98.0,148.47,175.42817802472382
90.0,124.94,147.2377849426648
64.0,308.36,305.2942547387029
308.0,298.87,203.1542560907692
277.0,289.82,215.95599028902507
249.0,159.74,90.55665914999736
252.0,387.48,228.2496698033665
434.0,255.17,281.1220926863389
229.0,302.43,290.6291354328787
133.0,381.53,262.1348671847645
127.0,174.21,226.20096084224497
234.0,270.23,214.91282745239914
51.0,259.72,104.38740587408938
688.0,402.62,275.614611520723
162.0,151.02,208.9734379574711
103.0,148.32,183.62519098504526
171.0,226.05,287.9135056283394
291.0,361.67,228.55552060407172
116.0,184.58,204.2954470105833
596.0,473.03,780.2827382444448
158.0,187.4,228.53272477075734
204.0,150.68,170.58218526704877
85.0,106.98,167.66799060756057
78.0,77.07,201.33006237527843
529.0,227.12,186.90769568136966
51.0,56.99,128.726473080691
150.0,182.91,149.50018347550758
133.0,239.46,313.9408194728712
452.0,225.03,118.42396970301706
